RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31
102001,0,United States,country,,0.03712758070410313,0.03610597717349672,0.035547764296357975,0.03446326573152633,0.034172007282950084,0.033985255681412946,0.03418510786749929,0.03391531110660551,0.03403152212555497,0.0341574412296584,0.03377089816980799,0.035410911456222244,0.03414454989755348,0.0334240279141856,0.03300753543176502,0.03289467798097796,0.032683855695961106,0.03278376781450604,0.032861212485156964,0.03293579331473012,0.033181375806551824,0.03277570691254592,0.032972927416991586,0.03402345382490671,0.033993819677580916,0.03624885245361073,0.03486568975248174,0.03327443740934601,0.031937150542725036,0.03224859849665148,0.03305473724173587,0.033961257518378585,0.03504844981838618,0.03504775999799943,0.03530686656745646,0.03660788895798324,0.038136597189100764,0.03894335692740785,0.04002797503076633,0.0419121654376242,0.04307402376760611,0.043218244247209936,0.04221400867166421,0.041943495595583656,0.041062742695271305,0.04062855244347694,0.04116038533686241,0.04226392390551359,0.04373012984215495,0.0460877972852311,0.04661013240510415,0.04396101834602178,0.04303857332863838,0.041665529448180236,0.03938283127034627,0.038383819209483756,0.03739986980845319,0.03797583476296203,0.03761934051666695,0.03767118298810354
394913,1,"New York, NY",msa,NY,0.042984258969243946,0.04077938599554038,0.041671176512371275,0.039895629952381835,0.039451252757436515,0.0388873152311062,0.03854085105304422,0.03853264744153686,0.039649975066425855,0.03993101400561388,0.03947477305252771,0.04127176114802186,0.039673445358589444,0.038974217701288935,0.03803147718368865,0.03846210534606995,0.03779023121993583,0.03768072388183004,0.037321301068787414,0.03650108152803634,0.037941042213022,0.03765804477685554,0.037648306537754174,0.03801258088418837,0.03781327799508284,0.038327528690262576,0.03689832152458794,0.03803775225269992,0.03712511072620912,0.035820348710724675,0.03763924886540499,0.037988268690636824,0.039715804604927234,0.0396333400012182,0.03953629582485026,0.03925125248763476,0.03972402997630965,0.0403702462054838,0.040066861878239164,0.04223671798715427,0.042638805832961035,0.04246357430796497,0.04284034568805402,0.04249728289299396,0.04278741266409752,0.04228134397676095,0.04129750943518877,0.04281874022686376,0.04292316590212318,,,,,0.046309944245508154,0.04447284721389826,0.04261501735090206,0.04374615526522109,0.043895148205345125,0.04325811768040708,0.04318310719832346
753899,2,"Los Angeles, CA",msa,CA,0.03226608164598065,0.03098978444066599,0.031755156888172376,0.03144653159384054,0.030772688391903846,0.03012193101470741,0.029732063001452466,0.02885610023869958,0.029622181274024065,0.030284507797135967,0.030236828335569857,0.030265595573942258,0.030334809837462066,0.029367445885242895,0.029197679976617433,0.02953328217177543,0.028949994950401348,0.029211376625234726,0.02926618754401588,0.028869798598907082,0.02891886093930302,0.02940548773182932,0.02938868911058268,0.02901861104121154,0.0298785651126869,0.033292324053746665,0.03303838302277954,0.03121832989053049,0.028976614100659732,0.030507309729938918,0.030720854517979613,0.03264074524757539,0.03299126163568022,0.03196247979093603,0.03226022889058307,0.03240846611284031,0.034769419344725404,0.035869222996165545,0.03645796729063311,0.03936300917574817,0.03932423044847598,0.04064314682761844,0.03962188785046888,0.037594288726432674,0.03746518124599405,0.038125376016582925,0.03782226164255981,0.03582538139348466,0.04183359479584367,0.04357168183144783,0.042385648983430294,0.041452624802206836,0.04220597815669413,0.040916654684124566,0.03908918589039027,0.03669627166211149,0.03600776828970071,0.03704529811094802,0.03716132557324482,0.03547232612600866
394463,3,"Chicago, IL",msa,IL,0.03099744666347551,0.030483151976472573,0.029917404186182245,0.029426315920468224,0.02939641983174155,0.02924741807220386,0.0292437185725552,0.02889984640306206,0.028758684283195595,0.028942026233189862,0.029196809750210783,0.030101641425642516,0.03004170274836582,0.02951849689359882,0.028910379981213832,0.028973305994767915,0.02898355424933514,0.029045319290991266,0.028940680772630387,0.028712943983448282,0.029251629675395917,0.028847607493360645,0.028956666187161483,0.02867286420589605,0.02923380494515675,0.03054960009477116,0.029634119925230108,0.028970328694242528,0.02797919850151041,0.027880735022959544,0.02905159988416817,0.029305354477467512,0.02967618744297822,0.0296458117883694,0.02962409005427218,0.030135727046133053,0.030642333370312032,0.031858389249156994,0.032514622901157954,0.03360779358686056,0.0346968973849813,0.03429689732740696,0.03383039118919847,0.03441658634343532,0.033589040458799256,0.03333733412028996,0.033634071721437765,0.03420484552389761,0.034354641732562315,0.035803660332873286,0.0374494243615655,0.03809263267356133,0.037915742317366115,0.03630026497856208,0.03535735645846923,0.03446881767783068,0.034775207591080104,0.035007458985987526,0.03387673753033934,0.0341374450267937
394514,4,"Dallas, TX",msa,TX,0.027323096861176017,0.02741032700181857,0.02754956304261667,0.026114626964225937,0.025926056365986383,0.025761428557063898,0.02539838481518378,0.024464831484629485,0.024659249200608305,0.025059882820155997,0.024726971533879576,0.025352976045994104,0.026314264833964342,0.02559257688603784,0.025170510471843092,0.024584713804586454,0.024122241975363324,0.023745154344126763,0.02399198580892753,0.02431725723071845,0.024434065372721234,0.02390751798353948,0.024596683659874687,0.02391614114541621,0.02414660521646466,0.026254761903010543,0.026464816774140254,0.024393335224324835,0.023194873830512188,0.023750405123287133,0.023708454498748473,0.02411202769876302,0.024980204629618474,0.026219454966876492,0.026470889958344207,0.02776650049177426,0.028485087105179278,0.029590264361092022,0.0307242032428316,,0.0360847914996705,0.03566464941319706,0.03369959261631066,0.0330743394656252,0.0325521281518263,0.03226266542617142,0.033647666934338134,0.03257994758849806,0.03455187503076033,0.03951268385382138,0.034701343390654324,0.03441802508482741,0.035270287420002974,0.03418416314831608,0.03279266863349837,0.031020513370004665,0.028691478489465908,0.02954483599748229,0.029459549411234857,0.0281966949990484
394692,5,"Houston, TX",msa,TX,0.03506647131500257,0.03358437315887302,0.03270759150412152,0.0319585290035379,0.03109356145766126,0.03050744682286594,0.030555162312251857,0.030833252907049507,0.031542102471598756,0.03184540449837411,0.03213480256076065,0.032666323617722266,0.03329165610473364,0.030781800695499188,0.030536678286655714,0.029451309117130876,0.029089810310117363,0.02857712870253975,0.028322089007121434,0.028505090286446925,0.028853564518500546,0.028228315468802764,0.029167966578610868,0.029829037143618398,0.029432773528577854,0.03164519242823326,0.03151836662678763,0.03107418514617639,0.028864623125145056,0.02838988995425317,0.02824413871013531,0.02821436534212751,0.028514003336690723,0.02931057105516489,0.029720316678074243,0.03061629878599383,0.032056127872717034,0.03232046072599986,0.03383859141281495,0.03408675641047746,0.03540963083096978,0.03595369839061989,0.03496768997879169,0.03544703097897922,0.03436016997610858,0.03473121252695971,0.034482025844156695,0.03371896457228065,0.035913309226457954,0.037049623072141026,0.03620259268625874,0.037554611740105895,0.037648099136224154,0.03641784765326289,0.03437686472346821,0.03329961177817037,0.03146183438535809,0.03290525607485894,0.034137775487841235,0.035074678208348566
395209,6,"Washington, DC",msa,VA,0.030939704838571797,0.030199284364570686,0.02831654977520992,0.027396255162442176,0.027570937347164995,0.026923457891140524,0.026723525152578646,0.026154749086194695,0.027256312570551878,0.02783673061955246,0.028972010293117835,0.0313718058608878,0.03121551969475983,0.029187305121570604,0.029106345721364738,0.028311032081272235,0.02765581800044947,0.027295481660542752,0.02700231192237439,0.026335205210636682,0.027341147126357993,0.028155256243712127,0.02721634215001933,0.029052592056747862,0.03123044191899729,0.032862776180640915,0.029765820886118045,0.02789523613116201,0.02728536912159869,0.027245241137853947,0.02917806621789719,0.029401996014565786,0.029468929876168143,0.028479690583107682,0.02817851221587095,0.03052950132339535,0.031942674670591614,0.03243951895129183,0.03223896308667144,0.035102010516090305,0.03537393678740551,0.033692642517104826,0.03266113530516069,0.03112021430410975,0.030319792547653046,0.030174632757397575,0.03087194354006772,0.031990354008239914,0.033931524093533026,0.03296938565659999,0.035598383868056936,0.035817812922263624,0.03561404439694036,0.03351119150291277,0.03170081143077299,0.0305209673859729,0.030175058468483118,0.030999218416628744,0.030813056720134253,0.029140875214315215
394856,7,"Miami, FL",msa,FL,0.03746580594363607,0.036956592912212496,0.036418885331873915,0.03518202081857635,0.03479861604423029,0.03306144769614729,0.03306689757818977,0.03236923075243017,0.03219105057925046,0.03328744801958599,0.03399226890098644,0.03528660866329711,0.0346089072534186,0.03504615211461008,0.0345242353051581,0.03388545795367403,0.03327906633318396,0.03244315579106151,0.03244409678722021,0.03227758489198112,0.03214487509802322,0.032473912952529715,0.0338625889237023,0.033831089222519255,0.03495100784648472,0.037523604719097665,0.036025863891860764,0.034880225782425035,0.03382192303884892,0.03356486266463943,0.03340473557123858,0.03339980443026266,0.03472415387869674,0.03427133058988925,0.033941481498619135,0.03453677349900641,0.03721761711575599,0.03635102757092244,0.03658023645893971,0.03691682782494086,0.038895836005415026,0.03991338682895137,0.039690731784558404,0.03918059350704304,0.03947544313366823,0.03798938464229324,0.03867686151573929,0.039784238672664944,0.04101536758149584,0.0436925503933984,0.04338885267927935,0.04399010959888632,0.04441818271973224,0.04494108293145181,0.04161036140044927,0.039923678537617295,0.039360681019762776,0.038600466551360076,0.03779136898560743,0.03910145618830667
394974,8,"Philadelphia, PA",msa,PA,0.03912406461132444,0.038227841207985586,0.03737449700173521,0.034879806139589395,0.03549971227050968,0.03441537442820441,0.03361670944075708,0.03379834087849068,0.03474826351438134,0.034655016893432734,0.03612692403422743,0.040032662794661195,0.03880146438038091,0.036461758461747096,0.035144999242751634,0.03445514293897789,0.034051924201782914,0.032632169544938756,0.03224158545918969,0.032831966185018505,0.03282197770296079,0.03265465164541444,0.03408142809215448,0.035134136832182104,0.034565920299909896,0.03728976545958078,0.03507041625270678,0.03604630058574895,0.031701512811934125,0.032227635545968816,0.0333649994091947,0.03442228654185272,0.03511800739034703,0.03394447282972059,0.03458397294536187,0.03775662480967671,0.0374942302229308,0.03853717115583292,0.03803583468039519,0.039519336689811564,0.04187845516727179,0.040696444440922165,0.041114196910679406,0.039476014347066386,0.038763088210945346,0.03864467198218486,0.03931928123579003,0.04023588314235705,0.041022803840294796,0.04218322446379859,0.04256352227730863,0.04277923435189306,0.04356108473847744,0.04048116981511227,0.03976549045557226,0.03823861083788287,0.03975437780814799,0.039440826642995204,0.038717937477374786,0.038959330767324635
394347,9,"Atlanta, GA",msa,GA,0.03272021408271376,0.03228035223796601,0.030626450836748833,0.029130298971872616,0.02878783858992982,0.02856834226278892,0.028993037019397084,0.02808086868942667,0.02868468961414283,0.028862836354966625,0.02694329836763635,0.027501057633227577,0.0275832104636643,0.028320244341181293,0.02693241589634641,0.025705576206453633,0.026000260102108177,0.026562524420739312,0.026374257839989337,0.025956994489942077,0.024766311189423233,0.025168949463600987,0.024943553670129594,0.02565374487198705,0.027272606901290863,0.029406792726696183,0.030101652478485535,0.02800564460475501,0.026605108361491468,0.026653659992606996,0.026623823548694966,0.02747339181092804,0.029087727124561643,0.030425435692364073,0.030750850012277918,0.030884557360649722,0.03379366318885537,0.03398931134362903,0.03451754396315884,0.03611769553181292,0.03611542735529824,0.037614978544390436,0.03715762104808312,0.038480600774801026,0.03498855821429852,0.03607080418129198,0.03581512819851297,0.03472209831772402,0.03557063372778266,0.03869775287009627,0.03990726331592243,0.03804452956371906,0.03846510858476332,0.0361711572523839,0.033437788662461096,0.03307462765231304,0.03147391707065811,0.03235206160456375,0.03167247957518101,0.0325960865111814
